title	url	content
Yobibita	https://id.wikipedia.org/wiki/Yobibita	"Yobibita ( bahasa Inggris : yobibyte ) adalah sebuah satuan berbasis standar kelipatan biner (prefiks yobi , simbol Yi ) dari bita, sebuah unit dari penyimpanan data komputer . Simbol satuan untuk eksbibita adalah YiB .
Satuan ini dibuat oleh IEC pada tahun 2005 dan telah diterima oleh hampir semua organisasi standar. Satuan ini didesain untuk menggantikan yottabita yang digunakan dalam bidang ilmu komputer untuk menunjukkan 2 80 bita, yang sama dengan SI definisi dari prefiks yotta . Prefiks Yobi adalah berasal sebagai lakuran dari kata yo tta dan bi ner, menunjukkan asal-usulnya dalam kedekatan dalam nilai SI awalan yotta (10 24 )  Artikel bertopik teknologi informasi ini adalah sebuah rintisan . Anda dapat membantu Wikipedia dengan mengembangkannya ."
Peta Karnaugh	https://id.wikipedia.org/wiki/Peta_Karnaugh	Peta Karnaugh atau Karnaugh Map atau K-Map adalah suatu teknik penyederhanaan ekspresi aljabar Boole (fungsi logika aljabar Boolean ) dengan cara pemetaan yang ditemukan oleh seorang ahli fisika dan matematika bernama Maurice Karnaugh  pada tahun 1953. K-map  ini sering juga dikenal sebagai Karnaugh  –Veitch map  karena metode ini disempurnakan oleh seorang ahli komputer : Edward Veitch. Peta Karnaugh  ini terdiri dari kotak-kotak dua dimensi yang disusun mengikuti aturan kode Gray dari fungsi logika rangkaian digitalnya dan tiap sel atau kotak itu berisi kode biner : 0 atau 1 yang menyatakan keadaan output dari fungsi rangkaian elektronikanya (= 1 jika outputnya aktif).   Artikel bertopik matematika ini adalah sebuah rintisan . Anda dapat membantu Wikipedia dengan mengembangkannya .
Katalog digital	https://id.wikipedia.org/wiki/Katalog_digital	"Katalog digital adalah sebuah dokumen digital yang dibuat untuk memudahkan calon pelanggan mempelajari sebuah produk atau layanan secara interaktif. Katalog digital juga merupakan media promosi untuk suatu produk yang berbasis multimedia . Pada kata ios digital, informasi dari suatu produk akan lebih lengkap karena dilengkapi dengan simulasi produk tiga dimensi dan virtual reality , sehingga informasi suatu produk lebih interaktif, menarik, lebih lengkap dan lebih akurat. Katalog digital dikembangkan sebagai alat untuk iklan dan penjualan online, dan memungkinkan sejumlah besar orang untuk mendapatkan akses kepada perusahaan mereka. Catalog digital merupakan bagian dari komunikasi pemasaran. Tujuan utama dari komunikasi pemasaran adalah membangun kesadaran bisnis dan promosi produk yang dapat dilakukan dengan menggunakan brosur, siaran pers, situs web dan lain-lain. Strategi digital merupakan salah satu strategi pemasaran , strategi pemasaran adalah rencana menyeluruh, terpadu dan menyatu di bidang pemasaran yang memberikan panduan tentang kegiatan yang akan dijalankan untuk dapat mencapai tujuan pemasaran suatu perusahaan.  Pemasaran dari kacamata pemanfaatan teknologi digital yang mengubah konsep pemasaran konvensional menjadi konsep pemasaran digital yang lebih familiar dengan perkembangan pola pikir masyarakat sekarang. Media digital dalam hal ini katalog digital menjadi penentu komunikasi pemasaran suatu produk.  Dengan adanya strategi digital untuk mengikat dan memasarkan kepada pelanggan, stakeholder, media dan siapapun yang akan menjadi target pemasaran. Strategi digital diperlukan untuk mempengaruhi pola pikir pengguna untuk melaksanakan tindakan seperti yang diinginkan dengan memanfaatkan media digital seperti internet , computer, dan teknologi komunikasi.
Dalam bentuk digital, sebuah katalog produk berevolusi menjadi sebuah media digital dengan penampilan seperti buku. Aplikasi interaktif ini menggunakan drag mouse atau sentuhan (pada monitor touchscreen) sebagai navigasi perpindahan halaman. Untuk sisi entertaimentnya perpindahan halaman digunakan efek transisi seperti buku yang sedang dibalik dan sebuah musik background selalu menyertai pengguna sementara memilih- milih produk. Interface menu mempunyai beberapa fitur diantaranya zoom in/out, pencarian kata, bookmark dan lain-lain. Aplikasi ini dapat dibuat format portabel namun juga dapat dibuat format HTML sehingga dapat diupload dan dipublikasikan melalui jaringan internet.
Jenis katalog bervariasi sesuai dengan konten dan target konsumen. Katalog yang paling umum adalah untuk mempromosikan produk yang terdiri dari gambar (foto,ilustrasi, dll) dari item yang dijual. Pada setiap gambar biasanya dibarengi dengan deskripsi produk termasuk karakterisitik (ukuran, warna, bahan, fungsi, dll), atau bisa dilakukan pengkodean pada setiap item produk.tujuannya adalah untuk mempermudah konsumen dalam memilih produk yang diinginkan.
Katalog penting untuk mengkomunikasikan dan memasarakan produk dan jasa yang berisikan seluruh rincian dari suatu produk yang dibutuhkan oleh konsumen. Desain yang kreatif dan kulaitas foto yang baik akan menjadi daya tarik tersendiri bagi konsumen."
Informatika sipil	https://id.wikipedia.org/wiki/Informatika_sipil	Informatika sipil merupakan cabang baru dari ilmu teknik sipil yang merupakan gabungan dua disiplin ilmu utama yaitu teknik sipil dan ilmu komputer . Hal yang mendasari pembentukan disiplin gabungan ini ialah permasalahan yang kadang-kadang muncul sebagai hambatan atau tantangan dalam pendesainan,pengerjaan atau koreksi terhadap kerja yang telah dicanangkan. Dicontohkan seperti permasalahan pengujian kekuatan sebuah struktur dengan material baru, pemodelan aliaran air sungai, penyebaran limbah dalam tanah hingga tantangan untuk proyek yang dapat membahayakan jiwa seperti pemodelan pembangunan reaktor nuklir dan bendungan dilengkapi dengan faktor bahaya yang mungkin terjadi seperti gempa bumi dan banjir badang. Pada awalnya banyak digunakan tenaga ilmuwan informatika secara murni untuk terjun didalamnya, tetapi karena keunikan proyek bangunan dan permasalahannya, dibentuk disiplin baru ini untuk menjawab tantangan yang berkaitan dengan permasalahan keilmuan khas teknik sipil yang membutuhkan kemampuan informatika. Fokus penekanan pembahasan pada Informatika Sipil disandarkan kepada tema tema dasar yang juga merupakan bagian dari teknik sipil, seperti penelitian struktur, analisis material bangunan, parameter tanah dan kekuatannya, siklus aliran air dan manajemennya, efesiensi pergerakan transportasi untuk system yang kompleks dsb. Analisis dengan simulasi komputer merupakan hal yang paling sering dipelajari untuk tema fokus yang menyangkut kepada material, struktural hingga pengujian konsep efesiensi system trasportasi pada jalur yang padat atau simulasi pengaturan air pada daerah rawan banjir. Materi yang diajarkan pada bidang ini mencakup beberapa pengetahuan dasar yang harus dipunyai seperti:  Artikel bertopik ilmu pengetahuan ini adalah sebuah rintisan . Anda dapat membantu Wikipedia dengan mengembangkannya .
Telepusat	https://id.wikipedia.org/wiki/Telepusat	Telecenter atau telepusat merupakan suatu fasilitas masyarakat yang di mana mereka dapat berinteraksi, belajar, bekerja dan bermain dengan memanfaatkan komputer, internet, dan berbagai teknologi informasi dan komunikasi (TIK) lainnya. Alat telekomunikasi yang ada memungkinkan masyarakat berinteraksi, belajar, bekerja, dan bermain dengan pihak di luar daerahnya, hingga ke pihak internasional. Walaupun Telecenter memiliki bentuk yang berbeda-beda, telecenter mempunyai karakteristik khusus yaitu mendukung kegiatan pemberdayaan masyarakat seperti : Beberapa ciri telecenter yang berhasil adalah sebagai berikut:
Commodore 64	https://id.wikipedia.org/wiki/Commodore_64	Commodore 64 adalah komputer pribadi 8 - bita yang dikembangkan oleh Commodore International pada Agustus , 1982 , seharga $ 595. Didahului oleh Commodore VIC-20 dan Commodore MAX , C64 memiliki RAM sebesar 64 kilobita dengan suara dan grafik yang lebih baik daripada komputer IBM saat itu. Artikel bertopik komputer ini adalah sebuah rintisan . Anda dapat membantu Wikipedia dengan mengembangkannya .
Perdagangan seluler	https://id.wikipedia.org/wiki/Perdagangan_seluler	Perdagangan seluler atau M-Commerce ( Mobile-Commerce, mCommerce ) adalah sistem perdagangan elektronik ( e-Commerce ) dengan menggunakan peralatan portabel/mobile seperti: telepon genggam , telepon pintar , PDA , notebook , dan lain lain. Pada saat pengguna komputer berpindah dari satu tempat ke tempat lain (sewaktu berada dalam mobil, misalnya), pengguna komputer tersebut dapat melakukan transaksi jual beli produk di Internet dengan menggunakan sistem m-dagang ini. Selain m-dagang, istilah lain yang sering dipakai adalah m-bisnis ( Mobile Business atau m-business ). Dasarnya, m-dagang adalah gabungan dari perdagangan elektronik ( e-dagang ) dengan mobile computing . Dapat dikatakan bahwa m-dagang adalah e-dagang yang berada dalam lingkungan nirkabel . Seperti halnya e-dagang pada umumnya, penggunaan m-dagang bisa ditransaksikan melalui Internet , jaringan komunikasi pribadi, kartu pintar , dan infrastruktur lainnya. M-dagang membuka peluang untuk memberikan layanan baru bagi pelangaan yang telah ada, dan untuk menarik pelanggan baru. Perkembangan m-dagang disebabkan oleh beberapa faktor: Pada tahun 2005, pengguna ponsel di dunia mencapai 1.5 miliar. Diestimasikan bahwa dalam beberapa tahun ke depan sekitar 70 persen ponsel di negara maju akan memiliki akses Internet . Di negara berkembangpun pertumbuhan penggunaan ponsel kian cepat, hingga pertumbuhan ini bisa memacu negara berkembang untuk memasuki era m-dagang. Kini, karena banyaknya telepon pintar atau perangkat nirkabel lainnya yang beredar, orang tidak lagi membutuhkan PC untuk ber Internet dengan kabel. Muncul budaya ponsel terutama di kalangan muda. Kalangan ini akan berpotensi melakukan jual-beli online untuk bertransaksi. Harga perangkat nirkabel semakin menurun. Tarif penyedia layanan internet juga semakin murah. Untuk mendukung m-dagang, amat penting memperbaiki jaringan dan cukup bandwidth untuk mengirim informasi berupa teks, video , suara dan multimedia . 3G , Wi-Fi dan Wi-Max sudah menyediakan bandwidth yang cukup. Beberapa aplikasi yang populer dengan menggunakan m–dagang antaralain layanan keuangan , akses informasi , transaksi bisnis , dan sebagainya. Di banyak negara, bank sudah memberikan layanan akses mobile . Berbagai aplikasi seperti transfer uang, mengecek saldo dapat dilakukan Dengan sistem ini, ponsel bisa menjadi alat pembayaran yang aman, dan menjadi alat pembayaran yang sah di jaringan sellular. Misalnya, di Italy ada sistem pembayaran parkir dengan menggunakan ponsel. Di Jepang dan di Indonesia juga sudah ada pembelian tiket bioskop melalui ponsel . Hampir sama dengan sistem pembayaran elektronik nirkabel di atas, Micropayment juga memfungsikan ponsel menjadi alat pembayaran. Namun aplikasinya dilakukan hanya pembayaran yang sifatnya kecil (biasanya kurang dari 10 dolar) Adalah teknologi yang memungkinkan pemegang kartu untuk melakukan pembelian dengan hanya memencet satu tombol di perangkat nirkabel mereka. Salah satu contohnya adalah Nokia wallet. Aplikasi ini menyimpan data seperti kode kartu kredit , dan bisa mengesahkan pembelian secara digital . Microsoft juga memiliki m-wallet yang dikenal dengan “ Microsoft Password ” untuk digunakan di lingkungan nirkabel. Beberapa perusahaan kini menyediakan layanan pembayaran tagihan via ponsel. Ada sistem yang disebut dengan smartpay system. Sistem ini membantu pembayaran hanya dengan memasukan kode rahasia untuk mengesahkan pembayaran dari bank. Wartawan bisa mengirimkan hasil laporannya dengan cepat langsung dari lokasinya dengan menggunakan perangkat nirkabel. Ia tidak perlu lagi mencari sambungan kabel untuk akses internet . Dengan demikian, akan terjadi efetifitas dan efisiensi waktu dan tenaga bila menggunakan nirkabel dalam bisnis. Semakin banyak bermunculan penjualan online yang memungkinkan konsumen untuk berbelanja menggunakan perangkat nirkabel. Misalnya konsumen bisa memesan barang yang mereka inginkan dari amazon.com dari ponsel yang menyediakan fasilitas internet. Iklan bisa diatur sedemikian rupa untuk muncul di tempat tertentu. Di New York, taksi menampilkan iklan yang berbeda di lokasi yang berbeda. Misalnya taksi melewati sebuah restoran, maka iklan restoran itu yang muncul di taksi. Vodafone sebuah penyedia layanan ponsel, memberikan layanan informasi bagi konsumennya seperti lokasi pom bensin, restoran atau hotel. Rainer, jr., R kelly.Introduction to Information Systems: Supporting and Transforming Business. Hoboken, New Jersey : John Willey & Sons,2007. p. 224-229.
International Technology Roadmap for Semiconductors	https://id.wikipedia.org/wiki/International_Technology_Roadmap_for_Semiconductors	"International Technology Roadmap for Semiconductors (ITRS) adalah seperangkat dokumen yang dikoordinasikan dan diselenggarakan oleh Semiconductor Research Corporation dan dihasilkan oleh sekelompok ahli di industri semikonduktor . Para ahli ini merupakan perwakilan dari organisasi sponsor, termasuk Asosiasi Industri Semikonduktor Taiwan, Korea Selatan, Amerika Serikat, Eropa, Jepang, dan Tiongkok. Mulai tahun 2017, ITRS tidak lagi diperbarui. Penerusnya adalah International Roadmap for Devices and Systems. Dokumen tersebut memuat penafian: ""ITRS dirancang dan dimaksudkan untuk penilaian teknologi saja dan tanpa memperhatikan pertimbangan komersial apa pun yang berkaitan dengan produk atau peralatan individual"". Dokumen-dokumen tersebut mewakili pendapat terbaik mengenai arah penelitian dan jangka waktu hingga sekitar 15 tahun ke depan untuk bidang teknologi berikut:"
Goal-oriented requirements engineering	https://id.wikipedia.org/wiki/Goal-oriented_requirements_engineering	Goal-oriented Requirement Engineering (GORE) adalah salah satu pendekatan rekayasa kebutuhan yang berfokus pada penggunaan goal dalam proses elisitasi , elaborasi , penataan, penentuan, analisis , negosiasi, dokumentasi dan modifikasi kebutuhan.  GORE berfokus pada aktivitas yang mendahului perumusan kebutuhan sistem perangkat lunak . Aktivitas-aktivitas berikut biasanya terdapat pada pendekatan GORE, seperti goal elicitation , goal refinement , dan bermacam tipe analisis goal , serta penugasan tanggung jawab goal kepada agen.  GORE melihat sistem yang akan dibuat dan lingkungannya sebagai sebuah koleksi dari komponen aktif yang disebut sebagai agen. Komponen aktif dapat membatasi perilakunya ( behaviour ) untuk memastikan batasan yang diberikan pada mereka. Komponen tersebut berupa manusia yang memerankan peran tertentu, alat, dan perangkat lunak . Berlawanan dengan komponen pasif, komponen aktif memiliki pilihan perilaku.    Dalam GORE, agen diberikan tanggung jawab untuk mencapai goal . Goal yang berada di bawah tanggung jawab satu agen pada perangkat lunak yang akan dibuat menjadi kebutuhan , sedangkan goal di bawah tanggung jawab satu agen di lingkungan perangkat lunak yang akan dibuat akan menjadi asumsi.   Pertimbangan berbasis agen ini sangat penting dalam rekayasa kebutuhan karena pemberian tanggung jawab untuk goal dan batasan antar agen pada perangkat lunak yang akan dibuat dan di lingkungannya merupakan hasil utama dalam proses rekayasa kebutuhan .  Terdapat beberapa metode dalam pendekatan GORE, di antaranya NFR Network, i* /Tropos, KAOS , dan GBRAM .  Goal merupakan tujuan yang harus dicapai oleh sistem yang sedang dipertimbangkan. Lamsweerde Diarsipkan 2023-03-26 di Wayback Machine . mendefinisikan goal sebagai tujuan yang harus dicapai oleh sistem melalui kerja sama agen pada perangkat lunak yang akan dibuat dan di lingkungannya.  Anton menyatakan bahwa goal merupakan tujuan tingkat tinggi dari sebuah bisnis , organisasi atau sistem yang menangkap alasan mengapa sebuah sistem dibutuhkan dan memandu keputusan dalam berbagai level dalam perusahaan .  Dengan demikian, perumusan goal merujuk pada properti yang ingin dipastikan; mereka adalah pernyataan optatif yang bertentangan dengan pernyataan indikatif, dan dibatasi oleh subyek yang berkepentingan.   Goal dapat dirumuskan dalam beberapa level abstraksi, mulai dari tingkat tinggi, masalah strategis, hingga tingkat rendah, masalah teknis. Goal juga mencakup beberapa soal, di antaranya adalah masalah fungsional yang berhubungan dengan servis yang akan disediakan, dan masalah non-fungsional yang berhubungan dengan kualitas servis, keselamatan, keamanan, ketepatan, kinerja, dan seterusnya.  Aspek penting pada rekayasa kebutuhan adalah analisis kebutuhan non-fungsional (NFR).  NFR biasanya direpresentasikan dalam model rekayasa kebutuhan sebagai softgoal . Softgoal terkait dengan gagasan tentang kepuasan.  Tidak seperti goal biasa, softgoal jarang dapat dikatakan telah dicapai atau dipenuhi sampai tingkat yang memadai. Kebutuhan non-fungsional tingkat tinggi sangat banyak dalam organisasi dan cukup sering kesuksesan sebuah sistem tergantung pada pemenuhan kebutuhan non-fungsional nya.  Identifikasi goal bukanlah tugas yang mudah.  Kadang-kadang goal tersebut secara eksplisit dinyatakan oleh pemangku kepentingan ( stakeholder ) atau dalam materi awal yang tersedia untuk requirement engineer . Paling sering, goal tersebut dinyatakan secara implisit sehingga elisitasi goal harus dilakukan.  Goal juga dapat diidentifikasi secara sistematis dengan cara mencari kata kunci yang dimaksud pada dokumen awal yang disediakan, transkrip wawancara , dan lain-lain.  Umumnya, dikemukakan bahwa model goal dibangun selama proses awal.    Dasar dari pendapat tersebut adalah peran penting goal dalam proses tersebut; semakin cepat goal diidentifikasi, semakin baik. Namun, goal juga terkadang dapat diidentifikasi belakangan dalam proses rekayasa kebutuhan .  Goal fungsional mencakup layanan atau servis dari sistem yang akan diluncurkan, sedangkan goal non-funsgional merujuk pada kualitas sistem seperti keamanan, keselamatan, kinerja, kemudahan penggunaan, fleksibilitas, interoperabilitas, dan seterusnya.  Adapun tipe yang diungkapkan dalam literatur lain, yaitu softgoal yang pemenuhannya tidak didapatkan dengan jelas  dan hardgoal yang pemenuhannya didapat dari teknik verifikasi .   Klasifikasi lainnya berdasarkan keadaan sistem yang diinginkan (positif, negatif, alternatif, masukan, atau pengecualian-perbaikan) dan level goal (level kebijakan, level fungsional, level domain).  Anton juga membuat klasifikasi goal antara objective goal , yang merujuk pada objek sistem, dan adverbial goal yang merujuk pada cara mencapai objective goal tersebut.  Goal dapat ditandai secara intrinsik menggunakan atribut seperti nama dan spesifikasinya.  Prioritas merupakan atribut penting lainnya yang dapat dilekatkan pada goal .  Atribut goal lain yang telah diajukan termasuk utilitas goal dan kelayakan goal  . Terdapat banyak tipe tautan yang dinyatakan dalam literatur untuk menghubungkan antara goal dengan goal dan dengan elemen lain dalam model kebutuhan. Tautan tersebut membentuk dasar untuk mendefinisikan struktur goal . Tautan antar goal bertujuan untuk menangkap situasi di mana goal dapat mendukung goal lainnya secara positif atau negatif. Diambil dari metode reduksi masalah dalam Kecerdasan Buatan , grafik AND dan OR dapat digunakan untuk menangkap tautan penyempurnaan goal . Tautan AND menghubungkan sebuah goal ke seperangkat subgoal ; hal ini berarti untuk mencapai sebuah goal harus memenuhi semua subgoal . Tautan OR menghubungkan sebuah goal ke beberapa alternatif perbaikan; hal ini berarti memenuhi salah satu perbaikan saja sudah cukup untuk mencapai sebuah goal. Di samping tautan antar goal, secara umum goal berhubungan juga dengan elemen lain dalam model kebutuhan. Tipe tautan antar goal diperpanjang untuk menangkap kontribusi positif/negatif dari sebuah kebutuhan ke goal ; terdapat juga tautan argumentasi untuk menghubungkan argumen pendukung ke tautan kontribusi.  Terdapat banyak sekali usaha untuk menghubungkan goal dan skenario.   Model goal juga dapat dikaitkan dengan model objek karena formulasi goal merujuk pada objek tertentu, misalnya, entitas, hubungan, atau agen.  Beberapa usulan dibuat untuk menghubungkan goal ke agen.  Adapun beberapa peneliti juga menganjurkan untuk menghubungkan goal dan kebijakan organisasi.   Terdapat banyak sekali alasan mengapa goal sangat penting dalam proses rekayasa kebutuhan , di antaranya adalah:
Berkas log	https://id.wikipedia.org/wiki/Berkas_log	Berkas log dalam ilmu komputer adalah berkas atau dokumen yang berisi catatan semua aktivitas suatu sistem yang berjalan, baik sistem operasi maupun perangkat lunak aplikasi .  Berkas log juga dapat berisi catatan atau rekaman dari dari dua buah sistem atau lebih yang saling berkomunikasi. Berkas ini merupakan salah satu berkas yang penting karena memungkinkan admin memeriksa kembali apa saja yang telah terjadi pada sebuah sistem sehingga admin dapat mengidentifikasi sumber permasalahan seperti sumber galat, sumber penyerangan atau kegagalan sistem yang terjadi secara lebih mudah.  Selain itu, berkas log juga dapat memberikan gambaran mendetail mengenai performa dari sebuah sistem.   Pencatatan atau perekaman aktivitas pada sistem disebut logging . Banyak sistem operasi, framework perangkat lunak dan aplikasi yang telah menggunakan sistem logging, salah satunya yang paling banyak digunakan adalah Syslog seperti yang telah tercantum pada Internet Engineering Task Force (IETF) RFC 5424 . Syslog memungkinkan sebuah subsistem standar untuk menghasilkan, menyaring, merekam dan menganalisa pesan log. Hal ini mempermudah programer untuk tidak membangun sistem logging sendiri.  Log aktivitas atau event logs adalah berkas log yang dihasilkan dari eksekusi sebuah aktivitas sistem yang berjalan dalam rangka memberikan catatan untuk penelusuran sumber masalah atau diagnosa. Berkas log ini sangat penting pada sistem yang besar dan kompleks, terlebih apabila sistem tersebut memiliki interaksi yang sedikit dengan pengguna seperti sistem pada server.  Log aktivitas juga berguna untuk mengkombinasikan berkas log dari sumber yang berbeda. Melalui cara kombinasi ini, dapat dilakukan analisis statistik yang bisa menunjukkan korelasi aktivitas yang seakan-akan tidak terlihat namun sebenarnya saling mempengaruhi di antara berbagai aktivitas server berbeda. Cara lainnya adalah menggunakan perintah bahasa kueri dalam jaringan.   Dalam sistem basis data , terdapat sistem log transaksi yang tujuan utamanya bukan untuk penelusuran masalah dan juga tidak ditujukan untuk dibaca oleh manusia. Log ini digunakan untuk menyimpan data sehingga basis data dapat dipulihkan apabila terjadi kerusakan atau kesalahan pengolahan data serta menjaga data yang disimpan tetap konsisten. Biasanya sistem basis data memiliki log aktivitas dan juga log transaksi. Log transaksi mendukung beberapa operasi diantaranya:  Log Transaksi merupakan sistem penting dalam basis data sehingga log transaksi tidak boleh rusak. Setiap modifikasi basis data  dan terjadi transaksi, perubahan ditulis ke log transaksi secara berurutan.  Data transaksi yang disimpan dalam log dari mesin pencari , intranet dan website dapat memberikan wawasan yang beharga untuk memahami perilaku pengguna mesin pencari secara online. Hal-hal yang bisa diketahui dapat dijadikan dasar untuk mengembangkan desain sistem informasi, antar muka, dan arsitektur informasi untuk pengumpulan konten. 
Kompilator	https://id.wikipedia.org/wiki/Kompilator	Kompilator atau kompiler ( Inggris : compiler ) adalah sebuah program komputer yang berguna untuk menafsirkan program komputer yang ditulis dalam bahasa pemrograman tertentu (bahasa asal ) menjadi program yang ditulis dalam bahasa pemrograman lain (bahasa sasaran ). Terlepas dari pengertiannya yang demikian relatif luas, istilah kompilator biasa digunakan untuk program komputer yang menafsirkan program yang ditulis dalam bahasa pemrograman tingkat tinggi (semacam bahasa Pascal , C++ , BASIC , FORTRAN , Visual Basic , Visual C# , Java , xBase , atau COBOL ) menjadi bahasa mesin , biasanya dengan bahasa Assembly sebagai perantara. Kompilator melakukan proses kompilasi dengan cara menganalisis kode sumber secara keseluruhan, sehingga waktu yang dibutuhkan untuk melakukan kompilasi lebih lama, tetapi hasilnya lebih cepat dalam proses eksekusi daripada program yang dibuat dengan menggunakan teknik penafsiran dengan interpreter (penafsir). 4 jenis compiler yang biasa digunakan, diantaranya adalah : cross compiler, bootstrap compiler, source-to-source / transcompiler, dan decompiler.  Arsitektur kompilator modern biasanya bukan lagi merupakan program tunggal namun merupakan rangkaian komunikasi antara program dengan tugas spesifik masing-masing. Program-program tersebut beserta tugasnya secara umum terdiri dari: Compiler yang menggunakan arsitektur ini misalnya GCC , Clang dan FreeBASIC . Beberapa kompilator tidak menggunakan arsitektur di atas secara gamblang, dikarenakan komunikasi antara program jauh lebih lambat dibandingkan jika komunikasi dilakukan secara internal di dalam satu program. Sehingga kompilator-kompilator tersebut mengintegrasikan assembler dan linker di dalam kompilator . Namun, biasanya arsitektur yang digunakan pun tidak kaku dan mengizinkan penggunaan assembler maupun linker eksternal (berguna jika assembler dan linker internal bermasalah atau memiliki galat). Kompilator yang menggunakan arsitektur ini salah satunya adalah Free Pascal . Profesor Niklaus Wirth dalam bukunya Compiler Construction  menyatakan bahwa penggunaan assembler sebagai bahasa perantara sering kali tidak memberikan keuntungan yang signifikan, sehingga dia menyarankan agar kompilator langsung menghasilkan bahasa mesin. Kompilator dengan arsitektur seperti ini dapat berjalan dengan sangat cepat, seperti yang ditunjukkan pada kompilator orisinil Pascal , Modula-2 dan Oberon yang dibuat oleh sang profesor. Suatu kompilator harus menganalisis kode asal terlebih dahulu untuk memahami seluruh kode tersebut. Hasil dari analisis itu berbentuk representasi dari kode asal, yang nanti akan ditafsirkan oleh kompilator ke dalam bahasa sasaran. Oleh karena itu, kompilator terdiri dari beberapa tahap. Setiap tahap memiliki tugas masing-masing dalam proses kompilasi.  Analisis leksikal adalah tahap di mana kompilator menganalisis setiap karakter (seperti huruf, tanda kurung, dsb.) dalam kode asal dan menghasilkan deretan simbol yang masing-masing dinamakan token.  Biasanya simbol-simbol tadi disimpan dalam bentuk larik .  Analisis sintaksis atau parsing adalah tahap di mana kompilator menganalisis token-token yang dihasilkan dalam proses analisis leksikal dan mengelompokkan mereka menjadi suatu pohon urai berdasarkan struktur bahasa asal.  Analisis semantik adalah tahap atau proses yang menggunakan pohon uraian hasil dari analisis sintaksis tadi untuk memastikan konsistensi semantik dari program, dan juga mengoptimalkan struktur dari program. Proses ini juga mengumpulkan dan menganalisis informasi mengenai tipe data dari variabel-variabel yang ada di dalam program. Informasi tentang tipe data ini disimpan dalam tabel simbol atau langsung di dalam pohon urai parsing, yang nanti akan dimanfaatkan dalam penghasilan kode sasaran ( target code ).  Pada tahap ini, kompilator menggunakan semua informasi mengenai kode asal yang telah dikumpulkan dalam tahap-tahap sebelumnya, untuk menghasilkan kode sasaran  . Kode sasaran dapat berupa representasi perantara , yang nanti dapat diproses oleh komponen lain (seperti assembler, LLVM, Java, dsb.), atau bisa jadi langsung berupa kode mesin. Dalam proses ini, kompilator juga melakukan pengoptimalan kode sasaran agar kinerja program menjadi lebih baik.  Metode yang digunakan kompilator dalam menggunakan tahap-tahapnya terbagi menjadi dua. Kompilator dapat memproses kode asal secara keseluruhan dalam suatu tahap lalu mengopor hasil dari proses tersebut ke tahap berikutnya, di mana tahap berikutnya kembali memproses kode asal secara keseluruhan, inilah yang dinamakan kompilator multi-pass, yaitu kompilator tersebut memproses kode asal dalam dua kali jalan atau lebih. Sedangkan, kompilator single pass memproses hanya sebagian dari kode asal dalam suatu tahap lalu mengoper hasil dari proses tersebut kepada tahap berikutnya, jika semua tahap sudah dilalui, maka kompilator lanjut kepada bagian berikutnya dari kode asal. Dengan begini, kompilator single pass memproses kode asal hanya dalam satu kali jalan.  Sering ditafsirkan bahwa kompilator single-pass lebih cepat daripada kompilator multi-pass . Tafsiran ini tidaklah benar.  Selama tahap-tahap dalam kedua jenis kompilator itu sama, dan kode asal yang diproses juga sama, maka kedua jenis kompilator tersebut tetap saja mengerjakan jumlah pekerjaan yang sama. Sehingga kecepatan dari keduanya juga sama. Artikel bertopik komputer ini adalah sebuah rintisan . Anda dapat membantu Wikipedia dengan mengembangkannya .
Pangkalan data daring	https://id.wikipedia.org/wiki/Pangkalan_data_daring	Pangkalan data daring (disebut juga Basis data daring ; bahasa Inggris : Online database ) adalah pangkalan data yang dapat diakses dari jaringan lokal atau Internet , Pangkalan data daring berbeda dengan pangkalan data yang disimpan secara lokal di komputer individu atau penyimpanan yang terpasang (seperti CD ). Pangkalan data daring dihos di situs web , disediakan sebagai perangkat lunak berbentuk layanan yang dapat diakses melalui peramban web . Pangkalan data daring ini ada yang gratis dan ada yang berbayar, seperti halnya dengan berlangganan bulanan. Beberapa layanan memiliki fitur yang disempurnakan seperti penyuntingan kolaboratif dan notifikasi surel . Basis data awan adalah sebuah basis data yang dijalankan dan diakses melalui Internet , bukan secara lokal. Sistem basis data awan dapat menyimpan basis data informasi pelanggan di satu lokasi. Seorang pebisnis dapat memilih untuk menghosnya di Internet sehingga semua departemen atau divisinya dapat mengakses dan memperbaruinya. Sebagian besar layanan basis data menawarkan konsol berbasis web yang dapat digunakan pengguna akhir untuk menyediakan dan mengkonfigurasi contoh basis data.
